Date/Time,HVAC [kW](Hourly),Electrical appliances [kW](Hourly),Hourly Total Load Consumption,PV Generation Trabzon [kW],PV Generation Antalya [kW]
 03/29  17:00:00,0.075058444,0.354668497,0.429726941,0.38969325,0.070130742
 03/29  18:00:00,0.091529191,0.438965379,0.53049457,0.044123106,0
 03/29  19:00:00,0.068149365,0.397476839,0.465626204,0,0
 03/29  20:00:00,0.064900025,0.322310374,0.387210399,0,0
 03/29  21:00:00,0.064956953,0.285978888,0.350935841,0,0
 03/29  22:00:00,0.065699467,0.26971033,0.335409796,0,0
 03/29  23:00:00,0.074508815,0.21794333,0.292452145,0,0
 03/29  24:00:00,0.082654218,0.147779361,0.230433579,0,0
 03/30  01:00:00,0.091234729,0.098279396,0.189514125,0,0
 03/30  02:00:00,0.100224353,0.083869043,0.184093395,0,0
 03/30  03:00:00,0.104479913,0.071584066,0.176063979,0,0
 03/30  04:00:00,0.107866656,0.064112105,0.17197876,0,0
 03/30  05:00:00,0.110152672,0.073952157,0.18410483,0,0
 03/30  06:00:00,0.10965711,0.086268255,0.195925366,0.040106808,0.184300332
 03/30  07:00:00,0.105495495,0.138447814,0.24394331,0.205533348,0.734645502
 03/30  08:00:00,0.101150958,0.214170541,0.315321499,0.458026488,1.30529685
 03/30  09:00:00,0.101804949,0.275218193,0.377023142,0.595591716,1.718807028
 03/30  10:00:00,0.099465932,0.336436578,0.43590251,0.903610878,2.078364
 03/30  11:00:00,0.117046788,0.351641232,0.46868802,0.955878924,2.390792664
 03/30  12:00:00,0.088814192,0.366855521,0.455669712,0.96068163,2.366722962
 03/30  13:00:00,0.075223454,0.357197296,0.432420751,0.639209274,2.17048608
 03/30  14:00:00,0.070890823,0.324743059,0.395633882,0.46046997,1.791999144
 03/30  15:00:00,0.062161565,0.299663708,0.361825273,0.454487652,1.334562462
 03/30  16:00:00,0.055790391,0.308214938,0.364005329,0.267210204,0.756271722
 03/30  17:00:00,0.051833865,0.354668497,0.406502363,0.147928962,0.231625242
 03/30  18:00:00,0.06315455,0.438965379,0.502119929,0.035921994,0
 03/30  19:00:00,0.042355972,0.397476839,0.439832811,0,0
 03/30  20:00:00,0.036808403,0.322310374,0.359118777,0,0
 03/30  21:00:00,0.045892422,0.285978888,0.33187131,0,0
 03/30  22:00:00,0.058721171,0.26971033,0.328431501,0,0
 03/30  23:00:00,0.076721012,0.21794333,0.294664342,0,0
 03/30  24:00:00,0.094545844,0.147779361,0.242325205,0,0
 03/31  01:00:00,0.109879161,0.098279396,0.208158557,0,0
 03/31  02:00:00,0.124970118,0.083869043,0.208839161,0,0
 03/31  03:00:00,0.137647967,0.071584066,0.209232033,0,0
 03/31  04:00:00,0.145810651,0.064112105,0.209922755,0,0
 03/31  05:00:00,0.151071277,0.073952157,0.225023434,0,0
 03/31  06:00:00,0.156844739,0.086268255,0.243112994,0.075747942,0.124112034
 03/31  07:00:00,0.152113145,0.138447814,0.29056096,0.387334026,0.516304938
 03/31  08:00:00,0.134757191,0.214170541,0.348927732,0.852719046,0.874935072
 03/31  09:00:00,0.10465018,0.275218193,0.379868373,1.300915434,1.264628322
 03/31  10:00:00,0.075150908,0.336436578,0.411587486,1.650529962,1.596211638
 03/31  11:00:00,0.061774242,0.351641232,0.413415474,1.98736536,2.014524522
 03/31  12:00:00,0.033131393,0.366855521,0.399986914,2.10813516,1.962059874
 03/31  13:00:00,0.014640209,0.357197296,0.371837506,1.937147592,1.42915611
 03/31  14:00:00,0.000441685,0.324743059,0.325184744,1.579528554,1.175033982
 03/31  15:00:00,0,0.299663708,0.299663708,1.314761832,0.890382372
 03/31  16:00:00,0,0.308214938,0.308214938,0.916558524,0.496476222
 03/31  17:00:00,0,0.354668497,0.354668497,0.399832296,0.15573687
 03/31  18:00:00,0,0.438965379,0.438965379,0.0477462,0
 03/31  19:00:00,0,0.397476839,0.397476839,0,0
 03/31  20:00:00,0,0.322310374,0.322310374,0,0
 03/31  21:00:00,0,0.285978888,0.285978888,0,0
 03/31  22:00:00,0,0.26971033,0.26971033,0,0
 03/31  23:00:00,0.012908868,0.21794333,0.230852198,0,0
 03/31  24:00:00,0.031029801,0.147779361,0.178809162,0,0
 04/01  01:00:00,0.048097568,0.104798374,0.152895942,0,0
 04/01  02:00:00,0.06470779,0.087761802,0.152469593,0,0
 04/01  03:00:00,0.079110694,0.074158657,0.15326935,0,0
 04/01  04:00:00,0.091945382,0.065441441,0.157386823,0,0
 04/01  05:00:00,0.105289893,0.076570357,0.18186025,0,0
 04/01  06:00:00,0.110875471,0.090294859,0.20117033,0.056143914,0.22623273
 04/01  07:00:00,0.109061152,0.148933834,0.257994986,0.246061446,0.75116007
 04/01  08:00:00,0.092900016,0.235105583,0.328005599,0.618116688,1.328355456
 04/01  09:00:00,0.069825242,0.307411605,0.377236848,0.921108456,1.768968624
 04/01  10:00:00,0.046488692,0.381213118,0.427701809,1.212135588,2.111308878
 04/01  11:00:00,0.038896452,0.402331141,0.441227593,1.379191116,2.311814832
 04/01  12:00:00,0.018116629,0.419083647,0.437200275,1.498444272,2.367677886
 04/01  13:00:00,0.00829812,0.40471184,0.41300996,1.366327728,2.210312028
 04/01  14:00:00,0.001815571,0.368086624,0.369902194,1.289203572,1.80157647
 04/01  15:00:00,0,0.338555388,0.338555388,0.897684732,1.326052404
 04/01  16:00:00,0,0.344977949,0.344977949,0.531274776,0.769331712
 04/01  17:00:00,0,0.39011767,0.39011767,0.247774692,0.238337796
 04/01  18:00:00,0,0.473564931,0.473564931,0.036455628,0
 04/01  19:00:00,0,0.431195325,0.431195325,0,0
 04/01  20:00:00,0,0.356238631,0.356238631,0,0
 04/01  21:00:00,0,0.32063861,0.32063861,0,0
 04/01  22:00:00,0.006975447,0.305173474,0.312148922,0,0
 04/01  23:00:00,0.022240265,0.246138495,0.26837876,0,0
 04/01  24:00:00,0.039567259,0.16324164,0.202808899,0,0
 04/02  01:00:00,0.062427957,0.087761802,0.150189759,0,0
 04/02  02:00:00,0.079168398,0.074158657,0.153327055,0,0
 04/02  03:00:00,0.09119765,0.065441441,0.156639091,0,0
 04/02  04:00:00,0.103183156,0.076570357,0.179753513,0,0
 04/02  05:00:00,0.110209346,0.090294859,0.200504205,0,0
 04/02  06:00:00,0.12655802,0.148933834,0.275491855,0.059795094,0.223255614
 04/02  07:00:00,0.113322114,0.235105583,0.348427697,0.18621018,0.741217626
 04/02  08:00:00,0.107939197,0.307411605,0.415350802,0.401039994,1.30894803
 04/02  09:00:00,0.082527388,0.381213118,0.463740505,0.634715514,1.783573344
 04/02  10:00:00,0.069970523,0.402331141,0.472301664,0.981689958,2.293699362
 04/02  11:00:00,0.044238384,0.419083647,0.463322031,1.056707664,2.408851962
 04/02  12:00:00,0.027810187,0.40471184,0.432522027,1.123496172,2.403403278
 04/02  13:00:00,0.016194017,0.368086624,0.384280641,1.667213046,2.248930278
 04/02  14:00:00,0.003113235,0.338555388,0.341668624,1.346330496,1.917627822
 04/02  15:00:00,0,0.344977949,0.344977949,1.176887658,1.466707092
 04/02  16:00:00,0,0.39011767,0.39011767,0.774106332,0.866340756
 04/02  17:00:00,0,0.473564931,0.473564931,0.377588184,0.301727898
 04/02  18:00:00,0,0.431195325,0.431195325,0.055722624,0
 04/02  19:00:00,0,0.356238631,0.356238631,0,0
 04/02  20:00:00,0,0.32063861,0.32063861,0,0
 04/02  21:00:00,0,0.305173474,0.305173474,0,0
 04/02  22:00:00,0,0.246138495,0.246138495,0,0
 04/02  23:00:00,0.002118758,0.16324164,0.165360399,0,0
 04/02  24:00:00,0.012852507,0.104798374,0.11765088,0,0
 04/03  01:00:00,0.020999178,0.083814778,0.104813956,0,0
 04/03  02:00:00,0.027195438,0.071547418,0.098742856,0,0
 04/03  03:00:00,0.037273657,0.064076037,0.101349694,0,0
 04/03  04:00:00,0.042244022,0.073899201,0.116143223,0,0
 04/03  05:00:00,0.045407241,0.086198167,0.131605408,0,0
 04/03  06:00:00,0.053725953,0.138308322,0.192034275,0.10054788,0.250920324
 04/03  07:00:00,0.047351832,0.213944221,0.261296053,0.465469278,0.601237002
 04/03  08:00:00,0.050615713,0.274974304,0.325590017,0.94312788,1.11571635
 04/03  09:00:00,0.049050878,0.336182059,0.385232938,1.404243828,1.486816668
 04/03  10:00:00,0.064308886,0.351414912,0.415723798,1.54037667,1.401098196
 04/03  11:00:00,0.046547233,0.366594887,0.41314212,1.59500394,1.739871528
 04/03  12:00:00,0.04061355,0.356901334,0.397514884,1.602474816,1.751611476
 04/03  13:00:00,0.032694378,0.324498591,0.357192969,1.451315964,1.714987332
 04/03  14:00:00,0.027387257,0.299429816,0.326817073,1.121080776,1.635251178
 04/03  15:00:00,0.024783561,0.307918976,0.332702537,0.979106046,1.12863591
 04/03  16:00:00,0.017639583,0.35419975,0.371839333,0.49670091,0.57393741
 04/03  17:00:00,0.023607083,0.438213001,0.461820083,0.215812824,0.211936956
 04/03  18:00:00,0.015940461,0.39688501,0.412825471,0.041876226,0
 04/03  19:00:00,0.009219492,0.321993877,0.331213369,0,0
 04/03  20:00:00,0.011821091,0.28578324,0.29760433,0,0
 04/03  21:00:00,0.017395033,0.269566617,0.28696165,0,0
 04/03  22:00:00,0.025793875,0.217845283,0.243639158,0,0
 04/03  23:00:00,0.035024761,0.147706795,0.182731556,0,0
 04/03  24:00:00,0.045082396,0.098224691,0.143307086,0,0
 04/04  01:00:00,0.050176578,0.083814778,0.133991356,0,0
 04/04  02:00:00,0.053922453,0.071547418,0.125469871,0,0
 04/04  03:00:00,0.056791772,0.064076037,0.120867809,0,0
 04/04  04:00:00,0.058785905,0.073899201,0.132685106,0,0
 04/04  05:00:00,0.057009777,0.086198167,0.143207944,0,0
 04/04  06:00:00,0.052524904,0.138308322,0.190833226,0.076084974,0.245527812
 04/04  07:00:00,0.058369702,0.213944221,0.272313923,0.31765266,0.640613574
 04/04  08:00:00,0.055383393,0.274974304,0.330357698,0.684146874,1.160682036
 04/04  09:00:00,0.056618601,0.336182059,0.39280066,1.035418476,1.554812874
 04/04  10:00:00,0.070393474,0.351414912,0.421808386,1.300915434,1.84047558
 04/04  11:00:00,0.053048115,0.366594887,0.419643002,1.386100272,1.88976651
 04/04  12:00:00,0.043270823,0.356901334,0.400172157,1.669459926,1.835392014
 04/04  13:00:00,0.035399852,0.324498591,0.359898443,1.828567116,1.930266522
 04/04  14:00:00,0.022528051,0.299429816,0.321957867,1.83036462,1.69428795
 04/04  15:00:00,0.012224037,0.307918976,0.320143013,1.520070492,1.259404326
 04/04  16:00:00,0.00174512,0.35419975,0.355944871,1.033255854,0.714142722
 04/04  17:00:00,0,0.438213001,0.438213001,0.535094472,0.252970602
 04/04  18:00:00,0,0.39688501,0.39688501,0.088976448,0
 04/04  19:00:00,0.003403192,0.321993877,0.325397069,0,0
 04/04  20:00:00,0,0.28578324,0.28578324,0,0
 04/04  21:00:00,0.002950046,0.269566617,0.272516663,0,0
 04/04  22:00:00,0.015407558,0.217845283,0.233252841,0,0
 04/04  23:00:00,0.032617626,0.147706795,0.180324421,0,0
 04/04  24:00:00,0.047161676,0.098224691,0.145386367,0,0
 04/05  01:00:00,0.05983406,0.083814778,0.143648839,0,0
 04/05  02:00:00,0.070210776,0.071547418,0.141758195,0,0
 04/05  03:00:00,0.080360439,0.064076037,0.144436476,0,0
 04/05  04:00:00,0.088311798,0.073899201,0.162210999,0,0
 04/05  05:00:00,0.091605386,0.086198167,0.177803553,0,0
 04/05  06:00:00,0.107251749,0.138308322,0.245560071,0.089397738,0.188260458
 04/05  07:00:00,0.09369603,0.213944221,0.307640251,0.312906126,0.576015774
 04/05  08:00:00,0.086348116,0.274974304,0.36132242,0.635501922,1.023060636
 04/05  09:00:00,0.068652691,0.336182059,0.404834751,0.938802636,1.412416854
 04/05  10:00:00,0.045939315,0.351414912,0.397354227,0.823846638,1.722289692
 04/05  11:00:00,0.020329745,0.366594887,0.386924632,0.781998498,1.882632666
 04/05  12:00:00,0.000787713,0.356901334,0.357689047,0.764697522,1.825224882
 04/05  13:00:00,0,0.324498591,0.324498591,0.512878446,1.907966238
 04/05  14:00:00,0,0.299429816,0.299429816,0.58643568,1.521446706
 04/05  15:00:00,0,0.307918976,0.307918976,0.482573652,1.171410888
 04/05  16:00:00,0,0.35419975,0.35419975,0.325488654,0.688444032
 04/05  17:00:00,0,0.438213001,0.438213001,0.12062937,0.21780693
 04/05  18:00:00,0,0.39688501,0.39688501,0.039376572,0.01881762
 04/05  19:00:00,0,0.321993877,0.321993877,0,0
 04/05  20:00:00,0,0.28578324,0.28578324,0,0
 04/05  21:00:00,0,0.269566617,0.269566617,0,0
 04/05  22:00:00,0,0.217845283,0.217845283,0,0
 04/05  23:00:00,0,0.147706795,0.147706795,0,0
 04/05  24:00:00,0,0.098224691,0.098224691,0,0
 04/06  01:00:00,0.008422229,0.083814778,0.092237008,0,0
 04/06  02:00:00,0.020176997,0.071547418,0.091724416,0,0
 04/06  03:00:00,0.031032362,0.064076037,0.095108399,0,0
 04/06  04:00:00,0.039828938,0.073899201,0.113728139,0,0
 04/06  05:00:00,0.04517692,0.086198167,0.131375087,0,0.019014222
 04/06  06:00:00,0.055266791,0.138308322,0.193575113,0.063783306,0.198455676
 04/06  07:00:00,0.055353585,0.213944221,0.269297805,0.249094734,0.724843488
 04/06  08:00:00,0.047171976,0.274974304,0.322146281,0.34054275,1.350122106
 04/06  09:00:00,0.032619997,0.336182059,0.368802057,0.479512278,1.774529652
 04/06  10:00:00,0.018066688,0.351414912,0.3694816,1.21977498,2.153016588
 04/06  11:00:00,0.005525876,0.366594887,0.372120764,1.00772568,2.287099152
 04/06  12:00:00,0,0.356901334,0.356901334,0.90113931,2.368604724
 04/06  13:00:00,0,0.324498591,0.324498591,0.731556042,2.23311786
 04/06  14:00:00,0,0.299429816,0.299429816,0.549530676,1.876200972
 04/06  15:00:00,0,0.307918976,0.307918976,0.424547976,1.38941442
 04/06  16:00:00,0,0.35419975,0.35419975,0.291588852,0.829295322
 04/06  17:00:00,0,0.438213001,0.438213001,0.144670986,0.281028516
 04/06  18:00:00,0,0.39688501,0.39688501,0.042100914,0.020390436
 04/06  19:00:00,0,0.321993877,0.321993877,0,0
 04/06  20:00:00,0,0.28578324,0.28578324,0,0
 04/06  21:00:00,0,0.269566617,0.269566617,0,0
 04/06  22:00:00,0,0.217845283,0.217845283,0,0
 04/06  23:00:00,0,0.147706795,0.147706795,0,0
 04/06  24:00:00,0,0.098224691,0.098224691,0,0
 04/07  01:00:00,0,0.083814778,0.083814778,0,0
 04/07  02:00:00,0,0.071547418,0.071547418,0,0
 04/07  03:00:00,0,0.064076037,0.064076037,0,0
 04/07  04:00:00,0.001131993,0.073899201,0.075031194,0,0
 04/07  05:00:00,0.002833867,0.086198167,0.089032034,0,0.017525664
 04/07  06:00:00,0,0.138308322,0.138308322,0.096250722,0.186996588
 04/07  07:00:00,0.001088846,0.213944221,0.215033067,0.45962739,0.608398932
 04/07  08:00:00,0.001588736,0.274974304,0.27656304,0.910351518,1.041260364
 04/07  09:00:00,0.000366626,0.336182059,0.336548686,1.309341234,1.458421722
 04/07  10:00:00,0,0.351414912,0.351414912,1.626656862,1.528046916
 04/07  11:00:00,0,0.366594887,0.366594887,1.831263372,2.083812684
 04/07  12:00:00,0,0.356901334,0.356901334,1.988011338,1.99171869
 04/07  13:00:00,0,0.324498591,0.324498591,1.940293224,1.501084356
 04/07  14:00:00,0,0.299429816,0.299429816,1.799975568,1.1206314
 04/07  15:00:00,0,0.307918976,0.307918976,1.475048634,0.64092252
 04/07  16:00:00,0,0.35419975,0.35419975,1.018707306,0.395254278
 04/07  17:00:00,0,0.438213001,0.438213001,0.49585833,0.114001074
 04/07  18:00:00,0,0.39688501,0.39688501,0.082797528,0.015700074
 04/07  19:00:00,0,0.321993877,0.321993877,0,0
 04/07  20:00:00,0,0.28578324,0.28578324,0,0
 04/07  21:00:00,0,0.269566617,0.269566617,0,0
 04/07  22:00:00,0,0.217845283,0.217845283,0,0
 04/07  23:00:00,0,0.147706795,0.147706795,0,0
 04/07  24:00:00,0,0.098224691,0.098224691,0,0
 04/08  01:00:00,0,0.087761802,0.087761802,0,0
 04/08  02:00:00,0.003169175,0.074158657,0.077327832,0,0
 04/08  03:00:00,0.009627306,0.065441441,0.075068747,0,0
 04/08  04:00:00,0.014768454,0.076570357,0.09133881,0,0
 04/08  05:00:00,0.016476899,0.090294859,0.106771758,0,0.018283986
 04/08  06:00:00,0.016407503,0.148933834,0.165341337,0.070889064,0.27145119
 04/08  07:00:00,0.011912612,0.235105583,0.247018195,0.292150572,0.78022908
 04/08  08:00:00,0.013212436,0.307411605,0.320624041,0.687601452,1.393936266
 04/08  09:00:00,0.014623626,0.381213118,0.395836744,0.856398312,1.781860098
 04/08  10:00:00,0.010904296,0.402331141,0.413235437,1.506055578,1.941529008
 04/08  11:00:00,0.005543985,0.419083647,0.424627631,1.597503594,1.926671514
 04/08  12:00:00,0,0.40471184,0.40471184,1.958043576,2.069011362
 04/08  13:00:00,0,0.368086624,0.368086624,2.06558487,2.055136878
 04/08  14:00:00,0,0.338555388,0.338555388,1.721138166,1.795566066
 04/08  15:00:00,0,0.344977949,0.344977949,1.094286732,1.460500086
 04/08  16:00:00,0,0.39011767,0.39011767,0.63600747,0.91096941
 04/08  17:00:00,0,0.473564931,0.473564931,0.313804878,0.327145728
 04/08  18:00:00,0,0.431195325,0.431195325,0.055947312,0.020867898
 04/08  19:00:00,0,0.356238631,0.356238631,0,0
 04/08  20:00:00,0,0.32063861,0.32063861,0,0
 04/08  21:00:00,0,0.305173474,0.305173474,0,0
 04/08  22:00:00,0,0.246138495,0.246138495,0,0
 04/08  23:00:00,0,0.16324164,0.16324164,0,0
 04/08  24:00:00,0,0.104798374,0.104798374,0,0
 04/09  01:00:00,0,0.087761802,0.087761802,0,0
 04/09  02:00:00,0,0.074158657,0.074158657,0,0
 04/09  03:00:00,0.002420277,0.065441441,0.067861718,0,0
 04/09  04:00:00,0.01328237,0.076570357,0.089852727,0,0
 04/09  05:00:00,0.021382855,0.090294859,0.111677714,0,0.02050278
 04/09  06:00:00,0.03089991,0.148933834,0.179833744,0.12062937,0.380874246
 04/09  07:00:00,0.027725995,0.235105583,0.262831578,0.559978668,1.012331784
 04/09  08:00:00,0.031961975,0.307411605,0.339373581,1.008484002,1.595902692
 04/09  09:00:00,0.029724352,0.381213118,0.41093747,1.542707808,1.978911474
 04/09  10:00:00,0.028173358,0.402331141,0.430504499,1.999526598,2.449857522
 04/09  11:00:00,0.009857042,0.419083647,0.428940688,2.31442683,2.487970224
 04/09  12:00:00,0,0.40471184,0.40471184,2.39601666,2.555573226
 04/09  13:00:00,0,0.368086624,0.368086624,2.33198058,2.286846378
 04/09  14:00:00,0,0.338555388,0.338555388,1.949393088,1.984781448
 04/09  15:00:00,0,0.344977949,0.344977949,1.669684614,1.398935574
 04/09  16:00:00,0,0.39011767,0.39011767,1.185819006,0.826795668
 04/09  17:00:00,0,0.473564931,0.473564931,0.471030306,0.295942182
 04/09  18:00:00,0,0.431195325,0.431195325,0.116219868,0.018283986
 04/09  19:00:00,0,0.356238631,0.356238631,0,0
 04/09  20:00:00,0,0.32063861,0.32063861,0,0
 04/09  21:00:00,0,0.305173474,0.305173474,0,0
 04/09  22:00:00,0,0.246138495,0.246138495,0,0
 04/09  23:00:00,0.012593157,0.16324164,0.175834797,0,0
 04/09  24:00:00,0.03246924,0.104798374,0.137267614,0,0
 04/10  01:00:00,0.053164217,0.083814778,0.136978996,0,0
 04/10  02:00:00,0.070452539,0.071547418,0.141999957,0,0
 04/10  03:00:00,0.085970521,0.064076037,0.150046558,0,0
 04/10  04:00:00,0.098543997,0.073899201,0.172443198,0,0
 04/10  05:00:00,0.106744461,0.086198167,0.192942628,0,0.022244112
 04/10  06:00:00,0.125075634,0.138308322,0.263383956,0.112287828,0.369836448
 04/10  07:00:00,0.10933017,0.213944221,0.323274391,0.425193954,1.010983656
 04/10  08:00:00,0.09988867,0.274974304,0.374862974,0.758265828,1.597447422
 04/10  09:00:00,0.079724285,0.336182059,0.415906344,1.020841842,2.021967312
 04/10  10:00:00,0.06462913,0.351414912,0.416044042,1.287686928,2.1541962
 04/10  11:00:00,0.033892966,0.366594887,0.400487853,1.327512876,2.423007306
 04/10  12:00:00,0.015131707,0.356901334,0.372033041,1.492658556,2.405313126
 04/10  13:00:00,0,0.324498591,0.324498591,1.368040974,2.328919206
 04/10  14:00:00,0,0.299429816,0.299429816,1.053899064,1.892406594
 04/10  15:00:00,0,0.307918976,0.307918976,0.84875892,1.445137044
 04/10  16:00:00,0,0.35419975,0.35419975,0.532117356,0.8776875
 04/10  17:00:00,0,0.438213001,0.438213001,0.262519842,0.304761186
 04/10  18:00:00,0,0.39688501,0.39688501,0.050751402,0.021710478
 04/10  19:00:00,0,0.321993877,0.321993877,0,0
 04/10  20:00:00,0,0.28578324,0.28578324,0,0
 04/10  21:00:00,0,0.269566617,0.269566617,0,0
 04/10  22:00:00,0,0.217845283,0.217845283,0,0
 04/10  23:00:00,0,0.147706795,0.147706795,0,0
 04/10  24:00:00,0.005242619,0.098224691,0.10346731,0,0
 04/11  01:00:00,0.015267107,0.083814778,0.099081885,0,0
 04/11  02:00:00,0.023924486,0.071547418,0.095471904,0,0
 04/11  03:00:00,0.030777876,0.064076037,0.094853913,0,0
 04/11  04:00:00,0.045566041,0.073899201,0.119465242,0,0
 04/11  05:00:00,0.049656099,0.086198167,0.135854266,0,0.021176844
 04/11  06:00:00,0.046483563,0.138308322,0.184791885,0.17918868,0.311698428
 04/11  07:00:00,0.052037199,0.213944221,0.26598142,0.674316774,0.70580118
 04/11  08:00:00,0.049116868,0.274974304,0.324091173,1.223819364,1.226543706
 04/11  09:00:00,0.048351392,0.336182059,0.384533451,1.75031952,1.443957432
 04/11  10:00:00,0.056120894,0.351414912,0.407535806,2.143017972,1.677071232
 04/11  11:00:00,0.037734211,0.366594887,0.404329098,2.292744438,2.17273296
 04/11  12:00:00,0.028573963,0.356901334,0.385475297,2.41076181,2.184641424
 04/11  13:00:00,0.023618184,0.324498591,0.348116776,2.221490256,1.822388196
 04/11  14:00:00,0.019501574,0.299429816,0.31893139,1.908527958,1.605873222
 04/11  15:00:00,0.015546982,0.307918976,0.323465958,1.370652972,1.163434464
 04/11  16:00:00,0.009477783,0.35419975,0.363677534,0.837299832,0.65454423
 04/11  17:00:00,0.005735774,0.438213001,0.443948775,0.371409264,0.25305486
 04/11  18:00:00,0,0.39688501,0.39688501,0.068164722,0.0224688
 04/11  19:00:00,0,0.321993877,0.321993877,0,0
 04/11  20:00:00,0,0.28578324,0.28578324,0,0
 04/11  21:00:00,0,0.269566617,0.269566617,0,0
 04/11  22:00:00,0.002894219,0.217845283,0.220739502,0,0
 04/11  23:00:00,0.010916901,0.147706795,0.158623696,0,0
 04/11  24:00:00,0.017644339,0.098224691,0.11586903,0,0
 04/12  01:00:00,0.022418203,0.083814778,0.106232981,0,0
 04/12  02:00:00,0.027263549,0.071547418,0.098810967,0,0
 04/12  03:00:00,0.029842368,0.064076037,0.093918405,0,0
 04/12  04:00:00,0.033088736,0.073899201,0.106987937,0,0
 04/12  05:00:00,0.032407056,0.086198167,0.118605222,0,0.026653614
 04/12  06:00:00,0.028437123,0.138308322,0.166745445,0.075073878,0.399579522
 04/12  07:00:00,0.031803127,0.213944221,0.245747348,0.218424822,0.98623989
 04/12  08:00:00,0.026275917,0.274974304,0.301250222,0.318719928,1.551920016
 04/12  09:00:00,0.022567988,0.336182059,0.358750047,0.332285466,2.096647986
 04/12  10:00:00,0.013839192,0.351414912,0.365254103,0.615420432,2.445925482
 04/12  11:00:00,0.004532929,0.366594887,0.371127816,0.624155178,2.603038566
 04/12  12:00:00,0,0.356901334,0.356901334,0.603034506,2.578940778
 04/12  13:00:00,0,0.324498591,0.324498591,0.665188824,2.366638704
 04/12  14:00:00,0,0.299429816,0.299429816,0.619352472,2.028960726
 04/12  15:00:00,0,0.307918976,0.307918976,0.684540078,1.532428332
 04/12  16:00:00,0,0.35419975,0.35419975,0.472069488,0.958743696
 04/12  17:00:00,0,0.438213001,0.438213001,0.237242442,0.380340612
 04/12  18:00:00,0,0.39688501,0.39688501,0.058109934,0.025754862
 04/12  19:00:00,0,0.321993877,0.321993877,0,0
 04/12  20:00:00,0,0.28578324,0.28578324,0,0
 04/12  21:00:00,0,0.269566617,0.269566617,0,0
 04/12  22:00:00,0,0.217845283,0.217845283,0,0
 04/12  23:00:00,0,0.147706795,0.147706795,0,0
 04/12  24:00:00,0,0.098224691,0.098224691,0,0
 04/13  01:00:00,0,0.083814778,0.083814778,0,0
 04/13  02:00:00,0,0.071547418,0.071547418,0,0
 04/13  03:00:00,0,0.064076037,0.064076037,0,0
 04/13  04:00:00,0,0.073899201,0.073899201,0,0
 04/13  05:00:00,0,0.086198167,0.086198167,0,0.027861312
 04/13  06:00:00,0,0.138308322,0.138308322,0.093020832,0.363966474
 04/13  07:00:00,0,0.213944221,0.213944221,0.405056292,1.1136099
 04/13  08:00:00,0,0.274974304,0.274974304,0.69583065,1.686508128
 04/13  09:00:00,0,0.336182059,0.336182059,1.02106653,2.193488514
 04/13  10:00:00,0.012142529,0.351414912,0.363557441,1.525715778,2.483139432
 04/13  11:00:00,0.01559201,0.366594887,0.382186897,1.721868402,2.608318734
 04/13  12:00:00,0.004368141,0.356901334,0.361269475,1.754729022,2.56298793
 04/13  13:00:00,0.004218397,0.324498591,0.328716988,2.214328326,2.390174772
 04/13  14:00:00,0.004370268,0.299429816,0.303800084,2.0151705,1.96194753
 04/13  15:00:00,0.004144271,0.307918976,0.312063247,1.676678028,1.500382206
 04/13  16:00:00,0.004945471,0.35419975,0.359145221,1.195003128,0.94986852
 04/13  17:00:00,0.011990317,0.438213001,0.450203318,0.606994632,0.389187702
 04/13  18:00:00,0.000286457,0.39688501,0.397171467,0.116641158,0.029237526
 04/13  19:00:00,0,0.321993877,0.321993877,0,0
 04/13  20:00:00,0,0.28578324,0.28578324,0,0
 04/13  21:00:00,0,0.269566617,0.269566617,0,0
 04/13  22:00:00,0.007589475,0.217845283,0.225434758,0,0
 04/13  23:00:00,0.015987449,0.147706795,0.163694244,0,0
 04/13  24:00:00,0.022783576,0.098224691,0.121008266,0,0
 04/14  01:00:00,0.028711701,0.083814778,0.11252648,0,0
 04/14  02:00:00,0.032076013,0.071547418,0.103623432,0,0
 04/14  03:00:00,0.039998912,0.064076037,0.104074949,0,0
 04/14  04:00:00,0.043471257,0.073899201,0.117370458,0,0
 04/14  05:00:00,0.042581787,0.086198167,0.128779953,0,0.029939676
 04/14  06:00:00,0.038034403,0.138308322,0.176342725,0.10068831,0.475608324
 04/14  07:00:00,0.034769478,0.213944221,0.248713699,0.367027848,1.122765936
 04/14  08:00:00,0.033957683,0.274974304,0.308931988,0.70397559,1.71535245
 04/14  09:00:00,0.027373331,0.336182059,0.36355539,0.817358772,2.171244402
 04/14  10:00:00,0.026205608,0.351414912,0.37762052,0.809747466,2.509231326
 04/14  11:00:00,0.008730884,0.366594887,0.375325771,1.040642472,2.6330625
 04/14  12:00:00,0,0.356901334,0.356901334,1.070160858,2.595202572
 04/14  13:00:00,0,0.324498591,0.324498591,0.835446156,2.422080468
 04/14  14:00:00,0,0.299429816,0.299429816,0.62758167,2.053732578
 04/14  15:00:00,0,0.307918976,0.307918976,0.6347436,1.592223426
 04/14  16:00:00,0,0.35419975,0.35419975,0.362365572,1.005141768
 04/14  17:00:00,0,0.438213001,0.438213001,0.222946668,0.40148937
 04/14  18:00:00,0,0.39688501,0.39688501,0.04311201,0.029153268
 04/14  19:00:00,0,0.321993877,0.321993877,0,0
 04/14  20:00:00,0,0.28578324,0.28578324,0,0
